YEAR,APT_NAME,Departures,Arrivals,Total
2018,La Gomera,837,835,1672
2018,La Palma,10615,10657,21272
2018,La Rochelle-Ile de Ré,2511,2590,5101
2018,Lakselv Banak,1211,1205,2416
2018,Lannion,320,338,658
2018,Lanzarote,29761,29772,59533
2018,Larnaca,31997,32009,64006
2018,Le Havre-Octeville,401,403,804
2018,Le Mans,706,738,1444
2018,Leipzig-Halle,37330,37420,74750
2018,Leknes,3162,3166,6328
2018,Lelystad,1611,1544,3155
2018,Leon,583,773,1356
2018,Liepaja,181,180,361
2018,Lille-Lesquin,12522,12482,25004
2018,Limoges-Bellegarde,3118,3149,6267
2018,Linz,6114,6167,12281
2018,Lisbon,108756,108799,217555
2018,Liège,17280,17265,34545
2018,Ljubljana,15808,15815,31623
2018,Lleida - Alguaire,562,587,1149
2018,Lodz - Lublinek,1872,1891,3763
2018,Logrono,348,352,700
2018,London - City,40356,40406,80762
2018,London - Gatwick,141952,142013,283965
2018,London - Heathrow,238881,238943,477824
2018,London - Luton,67866,67906,135772
2018,London - Stansted,100058,100076,200134
2018,Londonderry - Eglinton,1363,1366,2729
2018,Lorient-Lann Bihoué,3021,3010,6031
2018,Lublin,2139,2142,4281
2018,Luxembourg,37406,37469,74875
2018,Lučko,206,193,399
2018,Lyon-Bron,4997,4989,9986
2018,Lyon-Saint-Exupéry,56748,56686,113434
2018,Maastricht-Aachen,4712,4736,9448
2018,Madeira,12179,12188,24367
2018,Madrid - Barajas,204937,204739,409676
2018,Madrid - Cuatro Viento,1157,1115,2272
2018,Madrid - Getafe,756,765,1521
2018,Madrid - Torrejon,897,964,1861
2018,Mahon,15525,15526,31051
2018,Malta,28420,28248,56668
2018,Manchester,100634,100622,201256
2018,Maribor,1102,1129,2231
2018,Marseille-Provence,48909,48861,97770
2018,Mehamn,1213,1194,2407
2018,Melilla,3734,3756,7490
2018,Menara,20573,20654,41227
2018,Metz-Nancy-Lorraine,3282,3293,6575
2018,Mikonos,8256,8255,16511
2018,Milan - Linate,56894,56896,113790
2018,Milan - Malpensa,97231,97203,194434
2018,Mo i Rana Røssvoll,2740,2746,5486
2018,Mohammed V International,44432,44430,88862
2018,Molde Årø,3201,3200,6401
2018,Montijo,134,135,269
2018,Montpellier-Méditerranée,14711,14722,29433
2018,Mosjøen Kjærstad,1915,1919,3834
2018,Muenster-Osnabrueck,9655,9988,19643
2018,Munich,205274,205254,410528
2018,Murcia San Javier,4466,4480,8946
2018,Málaga,68794,68715,137509
2018,Namsos Høknesøra,1347,1350,2697
2018,Nantes-Atlantique,30489,30507,60996
2018,Naples,39648,39681,79329
2018,Newcastle,22678,22664,45342
2018,Nice-Côte d’Azur,71822,71777,143599
2018,Noain Pamplona,1938,1938,3876
2018,Nuremberg,27006,27337,54343
2018,Nîmes-Garons,2279,2172,4451
2018,Olsztyn-Mazury,725,739,1464
2018,Orsta¿Volda Hovden,2445,2450,4895
2018,Oslo - Gardermoen,128771,128703,257474
2018,Ostend-Bruges,3313,3342,6655
2018,Ostrava,3619,3620,7239
2018,Palanga,2083,2080,4163
2018,Palma - Son San Juan,172,158,330
2018,Palma de Mallorca,110098,110108,220206
2018,Paphos,9339,9332,18671
2018,Paris-Charles-de-Gaulle,244144,243973,488117
2018,Paris-Le Bourget,28335,28299,56634
2018,Paris-Orly,116114,116260,232374
2018,Pau-Pyrénées,5923,5853,11776
2018,Perpignan-Rivesaltes,5113,5154,10267
2018,Pisa San Giusto,22203,22059,44262
2018,Podgorica,7061,7044,14105
2018,Poitiers-Biard,2451,2516,4967
2018,Ponta Delgada,9937,9922,19859
2018,Porto,46844,46876,93720
2018,Porto Santo,1475,1490,2965
2018,Portorož,795,829,1624
2018,Poznan - Lawica,12192,12199,24391
2018,Prague,75489,75561,151050
2018,Quimper-Pluguffan,1292,1329,2621
2018,Rabat-Salé,6142,6039,12181
2018,Radom,309,314,623
2018,Rennes-Saint-Jacques,9162,9152,18314
2018,Reus,4161,4268,8429
2018,Riga,41536,41572,83108
2018,Rodez-Marcillac,1848,1894,3742
2018,Rodos,19616,19637,39253
2018,Rome - Ciampino,25843,25859,51702
2018,Rome - Fiumicino,153824,153795,307619
2018,Roros,612,619,1231
2018,Rorvik Ryum,1168,1166,2334
2018,Rost,620,625,1245
2018,Rota,2112,2072,4184
2018,Rotterdam,12436,12479,24915
2018,Rzeszow - Jasionka,4636,4628,9264
2018,Saarbruecken,4541,4655,9196
2018,Sabadell,841,373,1214
2018,Saint-Etienne-Bouthéon,893,903,1796
2018,Saint-Nazaire-Montoir,1319,1339,2658
2018,Salamanca Matalan,1672,1679,3351
2018,Salzburg,14532,14585,29117
2018,San Sebastian,2699,2717,5416
2018,Sandane  Anda,1138,1144,2282
2018,Sandnessjøen Stokka,1932,1932,3864
2018,Santa Maria,1414,1406,2820
2018,Santander,4631,4643,9274
2018,Santiago,10375,10229,20604
2018,Santorini,10085,10081,20166
2018,Sarajevo,6149,6144,12293
2018,Saïss,5361,5402,10763
2018,Sevilla,25247,25289,50536
2018,Seville - Moron,1984,1929,3913
2018,Shannon,11166,11100,22266
2018,Siauliai,1144,1151,2295
2018,Sion,3260,3219,6479
2018,Skiathos,2068,2091,4159
2018,Skopje,8929,8907,17836
2018,Sligo,36,30,66
2018,Sofia,29809,29771,59580
2018,Sogndal Haukåsen,2537,2539,5076
2018,Son Bonet,236,236,472
2018,Sorkjosen,871,875,1746
2018,Southampton,19315,19341,38656
2018,Stavanger,31707,31748,63455
2018,Stockholm - Arlanda,121875,121904,243779
2018,Stockholm - Bromma,27268,27313,54581
2018,Stokmarknes Skagen,3108,3109,6217
2018,Strasbourg-Entzheim,11027,11029,22056
2018,Stuttgart,64127,64196,128323
2018,Svalbard Longyear,1075,1078,2153
2018,Svolvær Helle,2412,2426,4838
2018,Szczecin - Goleniów,3096,3105,6201
2018,Tallinn,22553,22530,45083
2018,Tarbes-Lourdes Pyrénées,3572,3578,7150
2018,Tartu,713,721,1434
2018,Tbilisi,18959,19000,37959
2018,Tenerife North,35042,35024,70066
2018,Tenerife Sur - Reina Sofia,34010,34038,68048
2018,Thessaloniki,27909,27917,55826
2018,Tirana,12758,12757,25515
2018,Torino Caselle,21217,21163,42380
2018,Toulouse-Blagnac,48798,48356,97154
2018,Tours-Val de Loire,1498,1536,3034
2018,Toussus-le-Noble,4984,4897,9881
2018,Treviso,10758,10757,21515
2018,Tromsø,21127,21091,42218
2018,Trondheim,27325,27303,54628
2018,Vadsø,3255,3245,6500
2018,Valencia,34451,34468,68919
2018,Valencia - Requena,6,9,15
2018,Valladolid,1519,1566,3085
2018,Vardø Svartnes,1110,1116,2226
2018,Venice,47618,47632,95250
2018,Ventspils,8,6,14
2018,Vienna,128210,128183,256393
2018,Vigo,5296,5397,10693
2018,Vilnius,23237,23254,46491
2018,Vitoria,4333,4344,8677
2018,Værøy,607,603,1210
2018,Warszawa - Chopina,93677,93558,187235
2018,Warszawa - Modlin,9840,9869,19709
2018,Waterford,194,199,393
2018,Weston,580,569,1149
2018,Wroclaw - Strachowice,15471,15471,30942
2018,Yerevan,11511,11500,23011
2018,Zagreb,21562,21571,43133
2018,Zakinthos,6572,6566,13138
2018,Zaragoza,4663,4639,9302
2018,Zielona Gora - Babimost,441,444,885
2018,Zürich,135809,135769,271578
2018,iGA Istanbul Airport,314,316,630
2019,Abad,115,117,232
2019,Aberdeen,25664,25569,51233
2019,Agen-La Garenne,1899,1949,3848
2019,Ajaccio-Napoléon-Bonaparte,8617,8624,17241
2019,Aktion,2807,2860,5667
2019,Al Massira,8486,8468,16954
2019,Albacete,351,381,732
2019,Albert-Bray,637,653,1290
2019,Alesund,7277,7277,14554
2019,Alicante,50602,50608,101210
2019,Almeria,4706,4711,9417
2019,Alta,4142,4142,8284
2019,Amsterdam - Schiphol,254632,254553,509185
2019,Andenes,1657,1660,3317
2019,Angers-Marcé,769,781,1550
2019,Ankara - Esenboğa,46727,46706,93433
2019,Annecy-Meythet,1677,1771,3448
2019,Annemasse,797,674,1471
2019,Antalya,101505,101557,203062
2019,Antwerp,6586,6587,13173
2019,Asturias,6329,6329,12658
2019,Athens,110242,110397,220639
2019,Avignon-Caumont,3062,3437,6499
2019,Badajoz,1144,1144,2288
2019,Barcelona,172268,172240,344508
2019,Bardufoss,1638,1637,3275
2019,Bastia-Poretta,8443,8417,16860
2019,Batsfjord,1145,1137,2282
2019,Beauvais-Tillé,12299,12317,24616
2019,Belfast - Aldergrove,25740,25730,51470
2019,Belfast - City Airport,17571,17581,35152
2019,Belgrade - Nikola Tesla,35490,35488,70978
2019,Ben Gurion International,83419,83348,166767
2019,Bergamo,47579,47568,95147
2019,Bergen,44137,44240,88377
2019,Bergerac-Roumanière,2180,2231,4411
2019,Berlevåg,836,838,1674
2019,Berlin - Brandenburg,45008,45223,90231
2019,Berlin - Tegel,95858,95921,191779
2019,Biarritz-Bayonne-Anglet,6156,6180,12336
2019,Biggin Hill,8576,8628,17204
2019,Bilbao,24476,24508,48984
2019,Birmingham,53899,53869,107768
2019,Bodø,19502,19479,38981
2019,Bologna,38559,38531,77090
2019,Bordeaux-Mérignac,37359,37333,74692
2019,Bratislava,11272,11321,22593
2019,Bremen,14620,14755,29375
2019,Brest-Bretagne,8472,8471,16943
2019,Brindisi,9976,9966,19942
2019,Bristol,33211,33182,66393
2019,Brive-Souillac,1600,1626,3226
2019,Brno-Tuřany,4510,4516,9026
2019,Bronnoysund Bronnoy,3534,3528,7062
2019,Brussels,114642,114639,229281
2019,Bucharest - Băneasa,3093,3095,6188
2019,Bucharest - Otopeni,61385,61446,122831
2019,Budapest - Ferihegy,61080,61052,122132
2019,Burgos,301,301,602
2019,Bydgoszcz,2211,2218,4429
2019,Bâle-Mulhouse,42307,42253,84560
2019,Béziers-Vias,3268,3380,6648
2019,Caen-Carpiquet,3405,3455,6860
2019,Calvi-Sainte-Catherine,2983,3021,6004
2019,Cannes-Mandelieu,7008,7004,14012
2019,Carcassonne-Salvaza,2865,2954,5819
2019,Cascais,2840,2756,5596
2019,Catania,37689,37710,75399
2019,Chambéry-Aix-les-Bains,3626,3667,7293
2019,Charleroi,27399,27364,54763
2019,Chișinău,13657,13697,27354
2019,Châlons-Vatry,1549,1568,3117
2019,Châteauroux-Déols,1121,1173,2294
2019,Ciudad Real Central,46,47,93
2019,Clermont-Ferrand-Auvergne,5760,5830,11590
2019,Cologne-Bonn,70194,70735,140929
2019,Connaught,3344,3363,6707
2019,Copenhagen - Kastrup,131691,131743,263434
2019,Cordoba,190,215,405
2019,Corfu,12500,12468,24968
2019,Cork,13497,13505,27002
2019,Deauville-Normandie,1830,1880,3710
2019,Dinard-Pleurtuit-Saint-Malo,1368,1398,2766
2019,Donegal,950,951,1901
2019,Dresden,10233,10291,20524
2019,Dublin,119011,119033,238044
2019,Dusseldorf,112762,112779,225541
2019,Dôle-Tavaux,1412,1495,2907
2019,East Midlands,33853,33764,67617
2019,Edinburgh,65741,65716,131457
2019,Erfurt,2249,2358,4607
2019,Farnborough,15435,15442,30877
2019,Faro,30338,30326,60664
2019,Figari-Sud Corse,5116,5138,10254
2019,Flores,879,883,1762
2019,Florø,4337,4345,8682
2019,Forde Bringeland,1989,1986,3975
2019,Frankfurt,256927,256939,513866
2019,Fuerteventura,23203,23153,46356
2019,Gdansk,22554,22550,45104
2019,Geneva,89570,89545,179115
2019,Gerona,7821,8203,16024
2019,Glasgow,42204,42141,84345
2019,Gran Canaria,62126,62026,124152
2019,Granada,5751,5783,11534
2019,Graz,9639,9685,19324
2019,Grenoble-Isère,3525,3610,7135
2019,Groningen,5266,5322,10588
2019,Göteborg,34627,34638,69265
2019,Hamburg,74560,74661,149221
2019,Hammerfest,4877,4910,9787
2019,Hanover,32236,32345,64581
2019,Harstad - Narvik Evenes,5090,5101,10191
2019,Haugesund,3111,3118,6229
2019,Helsinki - Vantaa,97320,97314,194634
2019,Heraklion,27610,27578,55188
2019,Hierro,2441,2466,4907
2019,Honningsvåg Valan,1047,1060,2107
2019,Horta,2342,2311,4653
2019,Hyères-Le Palyvestre,5977,6014,11991
2019,Ibiza,36683,36673,73356
2019,Ibn Batouta,6914,6932,13846
2019,Innsbruck,9736,9778,19514
2019,Istanbul Atatürk,66392,66265,132657
2019,Istanbul Sabiha Gökçen,114319,114297,228616
2019,Istres-Le Tubé,1195,1186,2381
2019,Izmir - Adnan Menderes,38519,38517,77036
2019,Jerez De La Frontera,7548,7528,15076
2019,Karlovy Vary,750,818,1568
2019,Katowice - Pyrzowice,18899,18908,37807
2019,Kaunas,4774,4791,9565
2019,Kefallinia,3593,3621,7214
2019,Kerry - Farranfore,2377,2379,4756
2019,Khania - Souda,12152,12158,24310
2019,Kiev - Boryspil,55527,55515,111042
2019,Kirkenes Høybuktmoen,3865,3870,7735
2019,Klagenfurt,3304,3293,6597
2019,Kos,9984,9971,19955
2019,Krakow - Balice,31639,31698,63337
2019,Kristiansand Kjevik,8171,8186,16357
2019,Kristiansund Kvernberget,4835,4797,9632
2019,La Coruna,5846,5906,11752
2019,La Gomera,928,924,1852
2019,La Palma,10975,11001,21976
2019,La Rochelle-Ile de Ré,2692,2725,5417
2019,Lakselv Banak,1118,1118,2236
2019,Lannion,211,222,433
2019,Lanzarote,29569,29561,59130
2019,Larnaca,30319,30338,60657
2019,Le Havre-Octeville,409,424,833
2019,Le Mans,661,667,1328
2019,Leipzig-Halle,37690,37723,75413
2019,Leknes,2853,2872,5725
2019,Lelystad,1493,1413,2906
2019,Leon,575,699,1274
2019,Liepaja,432,439,871
2019,Lille-Lesquin,12668,12652,25320
2019,Limoges-Bellegarde,3024,3040,6064
2019,Linz,6065,6136,12201
2019,Lisbon,110472,110466,220938
2019,Liège,17432,17444,34876
2019,Ljubljana,13972,13963,27935
2019,Lleida - Alguaire,1389,1484,2873
2019,Lodz - Lublinek,1872,1887,3759
2019,Logrono,338,339,677
2019,London - City,42077,42131,84208
2019,London - Gatwick,142450,142466,284916
2019,London - Heathrow,239021,239060,478081
2019,London - Luton,70474,70484,140958
2019,London - Stansted,99294,99217,198511
2019,Londonderry - Eglinton,1733,1735,3468
2019,Lorient-Lann Bihoué,3325,3310,6635
2019,Lublin,1643,1660,3303
2019,Luxembourg,38116,38184,76300
2019,Lučko,475,434,909
2019,Lyon-Bron,5045,5049,10094
2019,Lyon-Saint-Exupéry,58266,58185,116451
2019,Maastricht-Aachen,4958,4942,9900
2019,Madeira,11960,11947,23907
2019,Madrid - Barajas,213189,212996,426185
2019,Madrid - Cuatro Viento,1485,1395,2880
2019,Madrid - Getafe,790,803,1593
2019,Madrid - Torrejon,798,817,1615
2019,Mahon,15615,15596,31211
2019,Malta,29286,28895,58181
2019,Manchester,101468,101467,202935
2019,Maribor,1010,1038,2048
2019,Marseille-Provence,51037,50974,102011
2019,Mehamn,1219,1203,2422
2019,Melilla,4595,4613,9208
2019,Menara,24512,24563,49075
2019,Metz-Nancy-Lorraine,3232,3249,6481
2019,Mikonos,8960,8967,17927
2019,Milan - Linate,42219,42239,84458
2019,Milan - Malpensa,116984,116994,233978
2019,Mo i Rana Røssvoll,2564,2571,5135
2019,Mohammed V International,46984,46905,93889
2019,Molde Årø,3095,3096,6191
2019,Montijo,122,129,251
2019,Montpellier-Méditerranée,14632,14726,29358
2019,Mosjøen Kjærstad,1726,1726,3452
2019,Muenster-Osnabrueck,9079,9525,18604
2019,Munich,207110,207112,414222
2019,Murcia San Javier,209,236,445
2019,Málaga,70389,70332,140721
2019,Namsos Høknesøra,1296,1300,2596
2019,Nantes-Atlantique,32755,32763,65518
2019,Naples,42184,42203,84387
2019,Newcastle,21722,21716,43438
2019,Nice-Côte d’Azur,72848,72797,145645
2019,Noain Pamplona,2057,2054,4111
2019,Nuremberg,24458,24749,49207
2019,Nîmes-Garons,2521,2344,4865
2019,Olsztyn-Mazury,840,857,1697
2019,Orsta¿Volda Hovden,2323,2331,4654
2019,Oslo - Gardermoen,125947,125925,251872
2019,Ostend-Bruges,3537,3564,7101
2019,Ostrava,2850,2893,5743
2019,Palanga,2140,2136,4276
2019,Palma - Son San Juan,144,118,262
2019,Palma de Mallorca,108540,108556,217096
2019,Paphos,9835,9843,19678
2019,Paris-Charles-de-Gaulle,252530,252357,504887
2019,Paris-Le Bourget,26751,26742,53493
2019,Paris-Orly,110742,110860,221602
2019,Pau-Pyrénées,5945,5886,11831
2019,Perpignan-Rivesaltes,5593,5589,11182
2019,Pisa San Giusto,22176,22060,44236
2019,Podgorica,7275,7282,14557
2019,Poitiers-Biard,2457,2539,4996
2019,Ponta Delgada,10418,10415,20833
2019,Porto,49396,49420,98816
2019,Porto Santo,1255,1273,2528
2019,Portorož,1044,1075,2119
2019,Poznan - Lawica,11542,11555,23097
2019,Prague,75178,75256,150434
2019,Quimper-Pluguffan,1206,1224,2430
2019,Rabat-Salé,6710,6695,13405
2019,Radom,78,70,148
2019,Región de Murcia International Airport,3842,3833,7675
2019,Rennes-Saint-Jacques,9047,9045,18092
2019,Reus,4074,4106,8180
2019,Riga,43322,43324,86646
2019,Rodez-Marcillac,1938,1995,3933
2019,Rodos,18881,18904,37785
2019,Rome - Ciampino,25585,25569,51154
2019,Rome - Fiumicino,154907,154876,309783
2019,Roros,692,693,1385
2019,Rorvik Ryum,1113,1115,2228
2019,Rost,630,630,1260
2019,Rota,2185,2162,4347
2019,Rotterdam,12742,12805,25547
2019,Rzeszow - Jasionka,4327,4327,8654
2019,Saarbruecken,3950,4028,7978
2019,Sabadell,1339,810,2149
2019,Saint-Etienne-Bouthéon,837,860,1697
2019,Saint-Nazaire-Montoir,1262,1312,2574
2019,Salamanca Matalan,1803,1822,3625
2019,Salzburg,13177,13232,26409
2019,San Sebastian,2769,2798,5567
2019,Sandane  Anda,1161,1169,2330
2019,Sandnessjøen Stokka,1928,1942,3870
2019,Santa Maria,1328,1309,2637
2019,Santander,4572,4578,9150
2019,Santiago,10609,10509,21118
2019,Santorini,10571,10544,21115
2019,Sarajevo,6460,6458,12918
2019,Saïss,6001,6019,12020
2019,Sevilla,29365,29356,58721
2019,Seville - Moron,2603,2552,5155
2019,Shannon,10668,10657,21325
2019,Siauliai,1355,1367,2722
2019,Sion,3158,3131,6289
2019,Skiathos,2097,2104,4201
2019,Skopje,9420,9425,18845
2019,Sligo,16,16,32
2019,Sofia,30162,30104,60266
2019,Sogndal Haukåsen,2501,2498,4999
2019,Son Bonet,268,269,537
2019,Sorkjosen,883,889,1772
2019,Southampton,17778,17784,35562
2019,Stavanger,32996,33083,66079
2019,Stockholm - Arlanda,116507,116500,233007
2019,Stockholm - Bromma,25894,25904,51798
2019,Stokmarknes Skagen,2630,2634,5264
2019,Strasbourg-Entzheim,10218,10217,20435
2019,Stuttgart,66298,66311,132609
2019,Svalbard Longyear,1002,1003,2005
2019,Svolvær Helle,1975,1976,3951
2019,Szczecin - Goleniów,3003,3006,6009
2019,Tallinn,21955,21949,43904
2019,Tarbes-Lourdes Pyrénées,3471,3495,6966
2019,Tartu,819,811,1630
2019,Tbilisi,18082,18083,36165
2019,Tenerife North,36289,36308,72597
2019,Tenerife Sur - Reina Sofia,34334,34302,68636
2019,Thessaloniki,28145,28216,56361
2019,Tirana,14248,14252,28500
2019,Torino Caselle,19636,19593,39229
2019,Toulouse-Blagnac,48044,47621,95665
2019,Tours-Val de Loire,1492,1530,3022
2019,Toussus-le-Noble,5183,5036,10219
2019,Treviso,10854,10846,21700
2019,Tromsø,20430,20391,40821
2019,Trondheim,26971,26941,53912
2019,Tukums Jurmala,7,6,13
2019,Vadsø,3286,3284,6570
2019,Valencia,36239,36225,72464
2019,Valencia - Requena,20,20,40
2019,Valladolid,1409,1498,2907
2019,Vardø Svartnes,1184,1193,2377
2019,Venice,47644,47622,95266
2019,Ventspils,8,7,15
2019,Vienna,140862,140854,281716
2019,Vigo,4852,4905,9757
2019,Vilnius,23374,23401,46775
2019,Vitoria,4732,4727,9459
2019,Værøy,605,583,1188
2019,Warszawa - Chopina,97098,97062,194160
2019,Warszawa - Modlin,9887,9940,19827
2019,Waterford,174,178,352
2019,Weston,515,490,1005
2019,Wroclaw - Strachowice,15610,15603,31213
2019,Yerevan,12779,12777,25556
2019,Zagreb,22152,22155,44307
2019,Zakinthos,6571,6549,13120
2019,Zaragoza,4268,4255,8523
2019,Zielona Gora - Babimost,565,570,1135
2019,Zürich,134627,134596,269223
2019,iGA Istanbul Airport,163002,163123,326125
2020,Abad,51,50,101
2020,Aberdeen,12242,12236,24478
2020,Agen-La Garenne,1091,1136,2227
2020,Ajaccio-Napoléon-Bonaparte,6146,6127,12273
2020,Aktion,1211,1227,2438
2020,Al Massira,2977,2967,5944
2020,Albacete,209,248,457
2020,Albert-Bray,436,443,879
2020,Alesund,4733,4738,9471
2020,Alicante,18499,18502,37001
2020,Almeria,1828,1820,3648
2020,Alta,3622,3624,7246
2020,Amsterdam - Schiphol,117918,117872,235790
2020,Andenes,1543,1547,3090
2020,Angers-Marcé,539,556,1095
2020,Ankara - Esenboğa,22747,22753,45500
2020,Annecy-Meythet,1429,1495,2924
2020,Annemasse,673,597,1270
2020,Antalya,31893,31946,63839
2020,Antwerp,4051,4068,8119
2020,Asturias,2872,2872,5744
2020,Athens,54498,54647,109145
2020,Avignon-Caumont,2515,2754,5269
2020,Badajoz,648,651,1299
2020,Barcelona,61317,61268,122585
2020,Bardufoss,1273,1277,2550
2020,Bastia-Poretta,5648,5662,11310
2020,Batsfjord,1080,1067,2147
2020,Beauvais-Tillé,5252,5282,10534
2020,Belfast - Aldergrove,11485,11454,22939
2020,Belfast - City Airport,5179,5176,10355
2020,Belgrade - Nikola Tesla,17056,17073,34129
2020,Ben Gurion International,27059,27060,54119
2020,Bergamo,19285,19417,38702
2020,Bergen,31241,31327,62568
2020,Bergerac-Roumanière,1065,1106,2171
2020,Berlevåg,623,624,1247
2020,Berlin - Brandenburg,21449,21718,43167
2020,Berlin - Tegel,29802,29865,59667
2020,Biarritz-Bayonne-Anglet,3302,3327,6629
2020,Biggin Hill,7487,7499,14986
2020,Bilbao,8870,8872,17742
2020,Birmingham,17433,17428,34861
2020,Bodø,14897,14865,29762
2020,Bologna,14957,14940,29897
2020,Bordeaux-Mérignac,14844,14852,29696
2020,Bratislava,4505,4548,9053
2020,Bremen,7083,7300,14383
2020,Brest-Bretagne,4641,4669,9310
2020,Brindisi,4943,4943,9886
2020,Bristol,12124,12219,24343
2020,Brive-Souillac,950,986,1936
2020,Brno-Tuřany,2545,2571,5116
2020,Bronnoysund Bronnoy,3012,3008,6020
2020,Brussels,45668,45674,91342
2020,Bucharest - Băneasa,2442,2463,4905
2020,Bucharest - Otopeni,25869,25882,51751
2020,Budapest - Ferihegy,23873,23897,47770
2020,Burgos,385,355,740
2020,Bydgoszcz,1051,1058,2109
2020,Bâle-Mulhouse,17593,17585,35178
2020,Béziers-Vias,1894,1929,3823
2020,Caen-Carpiquet,1783,1838,3621
2020,Calvi-Sainte-Catherine,2239,2256,4495
2020,Cannes-Mandelieu,5567,5491,11058
2020,Carcassonne-Salvaza,1846,1919,3765
2020,Cascais,2445,2311,4756
2020,Catania,17321,17318,34639
2020,Chambéry-Aix-les-Bains,2653,2644,5297
2020,Charleroi,12412,12402,24814
2020,Chișinău,4911,4917,9828
2020,Châlons-Vatry,1381,1424,2805
2020,Châteauroux-Déols,1131,1208,2339
2020,Ciudad Real Central,130,201,331
2020,Clermont-Ferrand-Auvergne,3045,3137,6182
2020,Cologne-Bonn,38856,39372,78228
2020,Connaught,872,890,1762
2020,Copenhagen - Kastrup,49097,49107,98204
2020,Cordoba,121,120,241
2020,Corfu,5371,5370,10741
2020,Cork,5841,5826,11667
2020,Deauville-Normandie,990,1055,2045
2020,Dinard-Pleurtuit-Saint-Malo,1015,1038,2053
2020,Donegal,758,763,1521
2020,Dresden,4184,4241,8425
2020,Dublin,43421,43464,86885
2020,Dusseldorf,39323,39379,78702
2020,Dôle-Tavaux,981,1031,2012
2020,East Midlands,21796,21800,43596
2020,Edinburgh,22941,22911,45852
2020,Erfurt,1646,1743,3389
2020,Farnborough,9659,9670,19329
2020,Faro,12319,12302,24621
2020,Figari-Sud Corse,4368,4367,8735
2020,Flores,593,598,1191
2020,Florø,3428,3431,6859
2020,Forde Bringeland,1213,1217,2430
2020,Frankfurt,106180,106185,212365
2020,Fuerteventura,11936,11936,23872
2020,Gdansk,10790,10817,21607
2020,Geneva,39414,39292,78706
2020,Gerona,2602,2853,5455
2020,Glasgow,14940,14922,29862
2020,Gran Canaria,32737,32551,65288
2020,Granada,2635,2648,5283
2020,Graz,4003,4047,8050
2020,Grenoble-Isère,2656,2698,5354
2020,Groningen,3945,4057,8002
2020,Göteborg,12043,12051,24094
2020,Hamburg,29893,29990,59883
2020,Hammerfest,4499,4533,9032
2020,Hanover,13454,13574,27028
2020,Harstad - Narvik Evenes,3438,3442,6880
2020,Haugesund,1860,1864,3724
2020,Helsinki - Vantaa,36386,36403,72789
2020,Heraklion,11492,11503,22995
2020,Hierro,1858,1871,3729
2020,Honningsvåg Valan,918,912,1830
2020,Horta,1594,1581,3175
2020,Hyères-Le Palyvestre,3661,3663,7324
2020,Ibiza,15795,15796,31591
2020,Ibn Batouta,3194,3196,6390
2020,Innsbruck,5220,5208,10428
2020,Istanbul Atatürk,16753,16724,33477
2020,Istanbul Sabiha Gökçen,62065,62085,124150
2020,Istres-Le Tubé,1453,1442,2895
2020,Izmir - Adnan Menderes,20626,20624,41250
2020,Jerez De La Frontera,3938,3919,7857
2020,Karlovy Vary,708,744,1452
2020,Katowice - Pyrzowice,8642,8676,17318
2020,Kaunas,2882,2933,5815
2020,Kefallinia,1519,1543,3062
2020,Kerry - Farranfore,1416,1417,2833
2020,Khania - Souda,5550,5531,11081
2020,Kiev - Boryspil,23495,23478,46973
2020,Kirkenes Høybuktmoen,3245,3241,6486
2020,Klagenfurt,1674,1666,3340
2020,Kos,4051,4040,8091
2020,Krakow - Balice,13548,13539,27087
2020,Kristiansand Kjevik,4572,4593,9165
2020,Kristiansund Kvernberget,4667,4643,9310
2020,La Coruna,2688,2695,5383
2020,La Gomera,793,784,1577
2020,La Palma,6509,6525,13034
2020,La Rochelle-Ile de Ré,1306,1354,2660
2020,Lakselv Banak,1162,1158,2320
2020,Lannion,265,255,520
2020,Lanzarote,14537,14541,29078
2020,Larnaca,12123,12120,24243
2020,Le Havre-Octeville,292,295,587
2020,Le Mans,417,438,855
2020,Leipzig-Halle,30857,30881,61738
2020,Leknes,2600,2607,5207
2020,Lelystad,1157,1130,2287
2020,Leon,299,305,604
2020,Liepaja,305,306,611
2020,Lille-Lesquin,5300,5290,10590
2020,Limoges-Bellegarde,1807,1847,3654
2020,Linz,3379,3444,6823
2020,Lisbon,44653,44593,89246
2020,Liège,18356,18343,36699
2020,Ljubljana,4994,5033,10027
2020,Lleida - Alguaire,1244,1290,2534
2020,Lodz - Lublinek,1168,1177,2345
2020,Logrono,118,122,240
2020,London - City,9764,9788,19552
2020,London - Gatwick,40143,40158,80301
2020,London - Heathrow,102352,102400,204752
2020,London - Luton,31681,31680,63361
2020,London - Stansted,42708,42686,85394
2020,Londonderry - Eglinton,921,923,1844
2020,Lorient-Lann Bihoué,2151,2094,4245
2020,Lublin,840,844,1684
2020,Luxembourg,20148,20187,40335
2020,Lučko,521,512,1033
2020,Lyon-Bron,3786,3812,7598
2020,Lyon-Saint-Exupéry,22601,22572,45173
2020,Maastricht-Aachen,3976,3981,7957
2020,Madeira,5597,5592,11189
2020,Madrid - Barajas,82828,82822,165650
2020,Madrid - Cuatro Viento,1314,1249,2563
2020,Madrid - Getafe,470,492,962
2020,Madrid - Torrejon,504,543,1047
2020,Mahon,7141,7159,14300
2020,Malta,12217,12090,24307
2020,Manchester,33277,33271,66548
